,Mouse ID,Timepoint,Tumor Volume (mm3),Metastatic Sites,Drug Regimen,Sex,Age_months,Weight (g)
1452,e476,10,49.43168536,0,Infubinol,Male,23,26
1453,e476,15,54.04621267,0,Infubinol,Male,23,26
1454,e476,20,55.24927296,0,Infubinol,Male,23,26
1455,e476,25,57.408638,0,Infubinol,Male,23,26
1456,e476,30,57.99279743,1,Infubinol,Male,23,26
1457,e476,35,60.0643402,1,Infubinol,Male,23,26
1458,e476,40,61.52527583,1,Infubinol,Male,23,26
1459,e476,45,62.43540402,1,Infubinol,Male,23,26
1460,w584,0,45.0,0,Infubinol,Male,3,29
1461,w584,5,46.05193075,0,Infubinol,Male,3,29
1462,w584,10,47.29850794,0,Infubinol,Male,3,29
1463,w584,15,51.26543971,0,Infubinol,Male,3,29
1464,w584,20,53.32350743,1,Infubinol,Male,3,29
1465,w584,25,55.65083791,1,Infubinol,Male,3,29
1466,w584,30,58.26844248,1,Infubinol,Male,3,29
1467,b447,0,45.0,0,Ceftamin,Male,2,30
1468,k210,0,45.0,0,Ceftamin,Male,15,28
1469,k210,5,47.91899771,0,Ceftamin,Male,15,28
1470,k210,10,49.37993231,0,Ceftamin,Male,15,28
1471,k210,15,51.07355752,0,Ceftamin,Male,15,28
1472,k210,20,51.99761855,0,Ceftamin,Male,15,28
1473,k210,25,54.61397279,0,Ceftamin,Male,15,28
1474,k210,30,59.98950976,1,Ceftamin,Male,15,28
1475,k210,35,63.32933023,1,Ceftamin,Male,15,28
1476,k210,40,66.62283628,2,Ceftamin,Male,15,28
1477,k210,45,68.92318457,3,Ceftamin,Male,15,28
1478,a275,0,45.0,0,Ceftamin,Female,20,28
1479,a275,5,46.79525728,0,Ceftamin,Female,20,28
1480,a275,10,47.37134328,0,Ceftamin,Female,20,28
1481,a275,15,49.73440359,0,Ceftamin,Female,20,28
1482,a275,20,50.51343652,1,Ceftamin,Female,20,28
1483,a275,25,53.57606417,1,Ceftamin,Female,20,28
1484,a275,30,54.44471317,2,Ceftamin,Female,20,28
1485,a275,35,56.35353804,2,Ceftamin,Female,20,28
1486,a275,40,60.92153868,3,Ceftamin,Female,20,28
1487,a275,45,62.99935619,3,Ceftamin,Female,20,28
1488,x581,0,45.0,0,Ceftamin,Female,19,28
1489,x581,5,47.1969266,0,Ceftamin,Female,19,28
1490,x581,10,49.06702788,1,Ceftamin,Female,19,28
1491,x581,15,49.74642744,2,Ceftamin,Female,19,28
1492,x581,20,51.20796943,3,Ceftamin,Female,19,28
1493,x581,25,51.93528318,3,Ceftamin,Female,19,28
1494,x581,30,55.49282602,3,Ceftamin,Female,19,28
1495,x581,35,58.07758293,3,Ceftamin,Female,19,28
1496,x581,40,60.28040549,3,Ceftamin,Female,19,28
1497,x581,45,64.63494887,3,Ceftamin,Female,19,28
1613,x226,0,45.0,0,Ceftamin,Male,23,28
1614,p438,0,45.0,0,Ceftamin,Female,11,26
1615,p438,5,46.82793418,0,Ceftamin,Female,11,26
1616,p438,10,50.51749789,0,Ceftamin,Female,11,26
1617,p438,15,52.19836818,0,Ceftamin,Female,11,26
1618,p438,20,52.90529861,0,Ceftamin,Female,11,26
1619,p438,25,54.51057493,0,Ceftamin,Female,11,26
1620,p438,30,56.40642173,0,Ceftamin,Female,11,26
1621,p438,35,57.53855546,1,Ceftamin,Female,11,26
1622,p438,40,59.30528806,1,Ceftamin,Female,11,26
1623,p438,45,61.43389223,1,Ceftamin,Female,11,26
1624,b487,0,45.0,0,Ceftamin,Female,6,28
1625,b487,5,46.21397739,0,Ceftamin,Female,6,28
1626,b487,10,47.6643871,0,Ceftamin,Female,6,28
1627,b487,15,51.68325586,0,Ceftamin,Female,6,28
1628,b487,20,53.42766344,0,Ceftamin,Female,6,28
1629,b487,25,56.05774909,1,Ceftamin,Female,6,28
1630,o287,0,45.0,0,Ceftamin,Male,2,28
1631,o287,5,45.58680362,0,Ceftamin,Male,2,28
1632,o287,10,47.36020084,1,Ceftamin,Male,2,28
1633,o287,15,48.67945261,1,Ceftamin,Male,2,28
1634,o287,20,50.85614078,2,Ceftamin,Male,2,28
1635,o287,25,52.06848642,3,Ceftamin,Male,2,28
1636,o287,30,54.50300122,3,Ceftamin,Male,2,28
1637,o287,35,55.11829029,4,Ceftamin,Male,2,28
1638,o287,40,57.1971929,4,Ceftamin,Male,2,28
1639,o287,45,59.74190064,4,Ceftamin,Male,2,28
1640,q483,0,45.0,0,Ceftamin,Male,6,26
1641,q483,5,46.77681624,1,Ceftamin,Male,6,26
1642,q483,10,47.8391005,1,Ceftamin,Male,6,26
1643,q483,15,48.4684826,1,Ceftamin,Male,6,26
1644,q483,20,50.2398558,1,Ceftamin,Male,6,26
1645,q483,25,52.43006649,1,Ceftamin,Male,6,26
1646,q483,30,54.95222585,1,Ceftamin,Male,6,26
1647,q483,35,59.25348433,1,Ceftamin,Male,6,26
1648,q483,40,64.19234114,1,Ceftamin,Male,6,26
1649,t573,0,45.0,0,Ceftamin,Female,15,27
1650,f345,0,45.0,0,Infubinol,Male,23,26
1651,f345,5,45.5911466,0,Infubinol,Male,23,26
1652,f345,10,47.22244619,0,Infubinol,Male,23,26
1653,f345,15,48.35223854,0,Infubinol,Male,23,26
1654,f345,20,49.61338303,0,Infubinol,Male,23,26
1655,f345,25,53.0788944,0,Infubinol,Male,23,26
1656,f345,30,54.36379731,1,Infubinol,Male,23,26
1657,f345,35,56.52332726,1,Infubinol,Male,23,26
1658,f345,40,58.3155925,1,Infubinol,Male,23,26
1659,f345,45,60.91876652,1,Infubinol,Male,23,26
1660,i334,0,45.0,0,Ramicane,Female,8,20
1661,i334,5,41.02051821,0,Ramicane,Female,8,20
1662,i334,10,41.63124731,0,Ramicane,Female,8,20
1663,i334,15,39.15800115,0,Ramicane,Female,8,20
1664,i334,20,39.6878317,0,Ramicane,Female,8,20
1665,i334,25,38.24881732,1,Ramicane,Female,8,20
1666,i334,30,39.00555435,1,Ramicane,Female,8,20
1667,i334,35,39.7695521,2,Ramicane,Female,8,20
1668,i334,40,40.44237037,2,Ramicane,Female,8,20
1669,i334,45,36.37451039,2,Ramicane,Female,8,20
1673,j246,0,45.0,0,Capomulin,Female,21,21
1674,j246,5,45.64143788,0,Capomulin,Female,21,21
1675,j246,10,46.4083613,0,Capomulin,Female,21,21
1676,j246,15,43.31265415,0,Capomulin,Female,21,21
1677,j246,20,44.02037009,0,Capomulin,Female,21,21
1678,j246,25,44.55522595,0,Capomulin,Female,21,21
1679,j246,30,38.04408202,1,Capomulin,Female,21,21
1680,j246,35,38.75326548,1,Capomulin,Female,21,21
1681,r554,0,45.0,0,Capomulin,Female,8,17
1682,r554,5,45.78174579,1,Capomulin,Female,8,17
1683,r554,10,39.0054935,2,Capomulin,Female,8,17
1684,r554,15,35.46375763,2,Capomulin,Female,8,17
1685,r554,20,36.01558858,2,Capomulin,Female,8,17
1686,r554,25,33.89334515,3,Capomulin,Female,8,17
1687,r554,30,32.68065459,3,Capomulin,Female,8,17
1688,r554,35,33.06933705,3,Capomulin,Female,8,17
1689,r554,40,31.80484133,3,Capomulin,Female,8,17
1690,r554,45,32.37735684,3,Capomulin,Female,8,17
1691,s185,0,45.0,0,Capomulin,Female,3,17
1692,s185,5,43.87849569,0,Capomulin,Female,3,17
1693,s185,10,37.61494768,0,Capomulin,Female,3,17
1694,s185,15,38.17723195,0,Capomulin,Female,3,17
1695,s185,20,36.86687576,0,Capomulin,Female,3,17
1696,s185,25,33.94994037,0,Capomulin,Female,3,17
1697,s185,30,32.95967078,1,Capomulin,Female,3,17
1698,s185,35,28.32853059,1,Capomulin,Female,3,17
1699,s185,40,25.47214326,1,Capomulin,Female,3,17
1700,s185,45,23.34359787,1,Capomulin,Female,3,17
1701,b742,0,45.0,0,Capomulin,Male,7,21
1702,b742,5,41.53409702,0,Capomulin,Male,7,21
1703,b742,10,41.99922813,0,Capomulin,Male,7,21
1704,b742,15,39.52484301,0,Capomulin,Male,7,21
1705,b742,20,37.95035546,0,Capomulin,Male,7,21
1706,b742,25,38.61768433,0,Capomulin,Male,7,21
1707,b742,30,39.1679495,0,Capomulin,Male,7,21
1708,b742,35,39.84757556,0,Capomulin,Male,7,21
1709,b742,40,38.2556274,0,Capomulin,Male,7,21
1710,b742,45,38.93963263,0,Capomulin,Male,7,21
1711,x401,0,45.0,0,Capomulin,Female,16,15
1712,x401,5,45.47375302,0,Capomulin,Female,16,15
1713,x401,10,39.11389068,0,Capomulin,Female,16,15
1714,x401,15,39.77625003,0,Capomulin,Female,16,15
1715,x401,20,36.06583471,0,Capomulin,Female,16,15
1716,x401,25,36.61712031,0,Capomulin,Female,16,15
1717,x401,30,32.91529186,0,Capomulin,Female,16,15
1718,x401,35,30.20682488,0,Capomulin,Female,16,15
1719,x401,40,28.16739732,0,Capomulin,Female,16,15
1720,x401,45,28.48403281,0,Capomulin,Female,16,15
1721,l509,0,45.0,0,Capomulin,Male,17,21
1722,l509,5,45.85119285,0,Capomulin,Male,17,21
1723,l509,10,46.75907363,0,Capomulin,Male,17,21
1724,l509,15,47.48859931,1,Capomulin,Male,17,21
1725,l509,20,48.07045162,2,Capomulin,Male,17,21
1726,l509,25,44.00625702,2,Capomulin,Male,17,21
1727,l509,30,44.70805473,2,Capomulin,Male,17,21
1728,l509,35,40.2072885,2,Capomulin,Male,17,21
1729,l509,40,40.77081259,2,Capomulin,Male,17,21
1730,l509,45,41.48300765,3,Capomulin,Male,17,21
1731,s710,0,45.0,0,Capomulin,Female,1,23
1732,s710,5,43.1809774,0,Capomulin,Female,1,23
1733,s710,10,43.68802627,0,Capomulin,Female,1,23
1734,s710,15,41.84523536,0,Capomulin,Female,1,23
1735,s710,20,42.62996266,1,Capomulin,Female,1,23
1736,s710,25,43.06040875,1,Capomulin,Female,1,23
1737,s710,30,43.57170323,1,Capomulin,Female,1,23
1738,s710,35,44.16051879,1,Capomulin,Female,1,23
1739,s710,40,40.17192011,1,Capomulin,Female,1,23
1740,s710,45,40.72857787,1,Capomulin,Female,1,23
1741,r157,0,45.0,0,Capomulin,Male,22,25
1742,r157,5,45.59706359,0,Capomulin,Male,22,25
1743,r157,10,46.05960827,0,Capomulin,Male,22,25
1744,r157,15,46.53920617,0,Capomulin,Male,22,25
1745,u364,0,45.0,0,Capomulin,Male,18,17
1746,u364,5,45.76088647,1,Capomulin,Male,18,17
1747,u364,10,46.56841719,2,Capomulin,Male,18,17
1748,u364,15,47.21219992,2,Capomulin,Male,18,17
1749,u364,20,40.34394812,2,Capomulin,Male,18,17
1750,u364,25,35.50361557,2,Capomulin,Male,18,17
1751,u364,30,35.9783344,2,Capomulin,Male,18,17
1752,u364,35,35.45948978,2,Capomulin,Male,18,17
1753,u364,40,36.02413752,2,Capomulin,Male,18,17
1754,u364,45,31.02392294,3,Capomulin,Male,18,17
1755,j119,0,45.0,0,Capomulin,Female,7,23
1756,j119,5,45.83899787,0,Capomulin,Female,7,23
1757,j119,10,46.42536551,0,Capomulin,Female,7,23
1758,j119,15,47.32298428,0,Capomulin,Female,7,23
1759,j119,20,48.15820939,1,Capomulin,Female,7,23
1760,j119,25,42.41716589,1,Capomulin,Female,7,23
1761,j119,30,43.01368114,1,Capomulin,Female,7,23
1762,j119,35,43.76570537,1,Capomulin,Female,7,23
1763,j119,40,44.5850896,1,Capomulin,Female,7,23
1764,j119,45,38.1251644,1,Capomulin,Female,7,23
1765,v923,0,45.0,0,Capomulin,Female,19,21
1766,v923,5,45.70443431,0,Capomulin,Female,19,21
1767,v923,10,39.84822328,0,Capomulin,Female,19,21
1768,v923,15,40.45798877,0,Capomulin,Female,19,21
1769,v923,20,39.64829568,0,Capomulin,Female,19,21
1770,v923,25,40.15641269,1,Capomulin,Female,19,21
1771,v923,30,40.75221626,2,Capomulin,Female,19,21
1772,v923,35,41.43924156,2,Capomulin,Female,19,21
1773,v923,40,42.1510148,2,Capomulin,Female,19,21
1774,v923,45,40.65812366,2,Capomulin,Female,19,21
1775,w914,0,45.0,0,Capomulin,Male,24,21
1776,w914,5,45.89372032,0,Capomulin,Male,24,21
1777,w914,10,43.23196275,0,Capomulin,Male,24,21
1778,w914,15,43.68844893,0,Capomulin,Male,24,21
1779,w914,20,41.10809233,0,Capomulin,Male,24,21
1780,w914,25,40.29191661,0,Capomulin,Male,24,21
1781,w914,30,40.99311013,0,Capomulin,Male,24,21
1782,w914,35,41.66491577,1,Capomulin,Male,24,21
1783,w914,40,35.61130861,2,Capomulin,Male,24,21
1784,w914,45,36.04104736,2,Capomulin,Male,24,21
1785,i738,0,45.0,0,Capomulin,Female,23,20
1786,i738,5,45.59568527,0,Capomulin,Female,23,20
1787,i738,10,43.42101414,0,Capomulin,Female,23,20
1788,i738,15,37.97877782,0,Capomulin,Female,23,20
1789,i738,20,38.53113634,0,Capomulin,Female,23,20
1790,i738,25,34.97343761,0,Capomulin,Female,23,20
1791,i738,30,35.57877987,1,Capomulin,Female,23,20
1792,i738,35,36.17595269,1,Capomulin,Female,23,20
1793,i738,40,36.84389799,2,Capomulin,Female,23,20
1794,i738,45,37.31184577,2,Capomulin,Female,23,20
1795,r944,0,45.0,0,Capomulin,Male,12,25
1796,r944,5,45.73714484,0,Capomulin,Male,12,25
1797,r944,10,46.54429202,0,Capomulin,Male,12,25
1798,r944,15,47.37342325,0,Capomulin,Male,12,25
1799,r944,20,43.22567119,1,Capomulin,Male,12,25
1800,r944,25,41.08699106,1,Capomulin,Male,12,25
1801,r944,30,41.68079111,1,Capomulin,Male,12,25
1802,r944,35,40.40176542,2,Capomulin,Male,12,25
1803,r944,40,41.0420449,2,Capomulin,Male,12,25
1804,r944,45,41.58152074,2,Capomulin,Male,12,25
1805,y793,0,45.0,0,Capomulin,Male,17,17
1806,y793,5,41.01991315,0,Capomulin,Male,17,17
1807,y793,10,41.63001026,1,Capomulin,Male,17,17
1808,y793,15,42.28366512,1,Capomulin,Male,17,17
1809,y793,20,40.71642815,2,Capomulin,Male,17,17
1810,y793,25,38.9927339,2,Capomulin,Male,17,17
1811,y793,30,35.72602314,2,Capomulin,Male,17,17
1812,y793,35,36.3278696,2,Capomulin,Male,17,17
1813,y793,40,31.47541076,2,Capomulin,Male,17,17
1814,y793,45,31.8962384,2,Capomulin,Male,17,17
1815,g316,0,45.0,0,Capomulin,Female,22,22
1816,g316,5,44.02275246,0,Capomulin,Female,22,22
1817,g316,10,44.50204246,0,Capomulin,Female,22,22
1818,g316,15,45.21674299,0,Capomulin,Female,22,22
1819,g316,20,45.93332219,1,Capomulin,Female,22,22
1820,g316,25,46.80922469,1,Capomulin,Female,22,22
1821,g316,30,44.22147988,2,Capomulin,Female,22,22
1822,g316,35,44.70283296,2,Capomulin,Female,22,22
1823,g316,40,45.56582103,2,Capomulin,Female,22,22
1824,g316,45,40.1592203,2,Capomulin,Female,22,22
1825,g288,0,45.0,0,Capomulin,Male,3,19
1826,g288,5,45.83939976,0,Capomulin,Male,3,19
1827,g288,10,46.30400254,1,Capomulin,Male,3,19
1828,g288,15,42.17230079,1,Capomulin,Male,3,19
1829,g288,20,42.95712001,1,Capomulin,Male,3,19
1830,g288,25,42.36869239,1,Capomulin,Male,3,19
1831,g288,30,42.87446056,1,Capomulin,Male,3,19
1832,g288,35,38.95411458,1,Capomulin,Male,3,19
1833,g288,40,36.35685121,1,Capomulin,Male,3,19
1834,g288,45,37.07402422,1,Capomulin,Male,3,19
1835,l897,0,45.0,0,Capomulin,Male,17,19
1836,l897,5,45.46224327,0,Capomulin,Male,17,19
1837,l897,10,46.15473721,0,Capomulin,Male,17,19
1838,l897,15,44.0615214,0,Capomulin,Male,17,19
1839,l897,20,44.81309343,0,Capomulin,Male,17,19
1840,l897,25,45.35467916,0,Capomulin,Male,17,19
1841,l897,30,39.35279201,1,Capomulin,Male,17,19
1842,l897,35,37.68276664,1,Capomulin,Male,17,19
1843,l897,40,38.34390154,1,Capomulin,Male,17,19
1844,l897,45,38.84687569,1,Capomulin,Male,17,19
1845,w150,0,45.0,0,Capomulin,Male,23,23
1846,w150,5,39.20212894,0,Capomulin,Male,23,23
1847,w150,10,39.95234669,0,Capomulin,Male,23,23
1848,t565,0,45.0,0,Capomulin,Female,20,17
1849,t565,5,45.8956472,0,Capomulin,Female,20,17
1850,t565,10,46.74900552,0,Capomulin,Female,20,17
1851,t565,15,44.44094861,0,Capomulin,Female,20,17
1852,t565,20,39.0702138,0,Capomulin,Female,20,17
1853,t565,25,37.34220976,0,Capomulin,Female,20,17
1854,t565,30,32.86891617,0,Capomulin,Female,20,17
1855,t565,35,33.51567063,0,Capomulin,Female,20,17
1856,t565,40,33.94934131,0,Capomulin,Female,20,17
1857,t565,45,34.45529799,0,Capomulin,Female,20,17
1858,i557,0,45.0,0,Capomulin,Female,1,24
1859,i557,5,42.2616653,0,Capomulin,Female,1,24
1860,i557,10,42.99207658,0,Capomulin,Female,1,24
1861,i557,15,43.5298757,0,Capomulin,Female,1,24
1862,i557,20,43.96789516,0,Capomulin,Female,1,24
1863,i557,25,44.59621854,0,Capomulin,Female,1,24
1864,i557,30,45.26138381,0,Capomulin,Female,1,24
1865,i557,35,45.94194901,0,Capomulin,Female,1,24
1866,i557,40,46.82106972,1,Capomulin,Female,1,24
1867,i557,45,47.68596303,1,Capomulin,Female,1,24
1868,m957,0,45.0,0,Capomulin,Female,3,19
1869,m957,5,45.62238149,1,Capomulin,Female,3,19
1870,m957,10,46.4145177,1,Capomulin,Female,3,19
1871,m957,15,39.80445341,1,Capomulin,Female,3,19
1872,m957,20,38.90934919,1,Capomulin,Female,3,19
1873,m957,25,37.69543154,1,Capomulin,Female,3,19
1874,m957,30,38.21247939,1,Capomulin,Female,3,19
1875,m957,35,32.56283914,1,Capomulin,Female,3,19
1876,m957,40,32.94761484,1,Capomulin,Female,3,19
1877,m957,45,33.32909778,1,Capomulin,Female,3,19
1878,f966,0,45.0,0,Capomulin,Male,16,17
1879,f966,5,38.79647373,0,Capomulin,Male,16,17
1880,f966,10,35.6244027,0,Capomulin,Male,16,17
1881,f966,15,32.62300253,0,Capomulin,Male,16,17
1882,f966,20,30.48598484,0,Capomulin,Male,16,17
1883,m601,0,45.0,0,Capomulin,Male,22,17
1884,m601,5,41.40859145,1,Capomulin,Male,22,17
1885,m601,10,36.82536664,1,Capomulin,Male,22,17
1886,m601,15,35.46461175,1,Capomulin,Male,22,17
1887,m601,20,34.2557317,1,Capomulin,Male,22,17
1888,m601,25,33.11875607,1,Capomulin,Male,22,17
1889,m601,30,31.75827491,1,Capomulin,Male,22,17
1890,m601,35,30.83435704,1,Capomulin,Male,22,17
1891,m601,40,31.3780453,1,Capomulin,Male,22,17
1892,m601,45,28.43096411,1,Capomulin,Male,22,17
